"","database","mature_mirna_acc","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","support_type","pubmed_id","type"
"12155","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006996","","","Degradome sequencing","positive","","validated"
"12156","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006999","","","Degradome sequencing","positive","","validated"
"12157","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_007007","","","Degradome sequencing","positive","","validated"
"12158","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_007027","","","Degradome sequencing","positive","","validated"
"12159","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_007034","","","Degradome sequencing","positive","","validated"
"12160","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_007106","","","Degradome sequencing","positive","","validated"
"12161","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_007149","","","Degradome sequencing","positive","","validated"
"12162","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_007173","","","Degradome sequencing","positive","","validated"
"12163","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_007174","","","Degradome sequencing","positive","","validated"
"12164","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_007221","","","Degradome sequencing","positive","","validated"
"12165","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_007300","","","Degradome sequencing","positive","","validated"
"12166","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_007331","","","Degradome sequencing","positive","","validated"
"12167","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012081","","","Degradome sequencing","positive","","validated"
"12168","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012089","","","Degradome sequencing","positive","","validated"
"12169","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012090","","","Degradome sequencing","positive","","validated"
"12170","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012096","","","Degradome sequencing","positive","","validated"
"12171","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012106","","","Degradome sequencing","positive","","validated"
"12172","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012154","","","Degradome sequencing","positive","","validated"
"12173","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012164","","","Degradome sequencing","positive","","validated"
"12174","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012173","","","Degradome sequencing","positive","","validated"
"12175","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012176","","","Degradome sequencing","positive","","validated"
"12176","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012177","","","Degradome sequencing","positive","","validated"
"12177","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012193","","","Degradome sequencing","positive","","validated"
"12178","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012236","","","Degradome sequencing","positive","","validated"
"12179","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012238","","","Degradome sequencing","positive","","validated"
"12180","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012266","","","Degradome sequencing","positive","","validated"
"12181","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012279","","","Degradome sequencing","positive","","validated"
"12182","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012328","","","Degradome sequencing","positive","","validated"
"12183","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012345","","","Degradome sequencing","positive","","validated"
"12184","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012395","","","Degradome sequencing","positive","","validated"
"12185","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012399","","","Degradome sequencing","positive","","validated"
"12186","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012406","","","Degradome sequencing","positive","","validated"
"12187","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012415","","","Degradome sequencing","positive","","validated"
"12188","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_012484","","","Degradome sequencing","positive","","validated"
"12189","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_013239","","","Degradome sequencing","positive","","validated"
"12190","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_013250","","","Degradome sequencing","positive","","validated"
"12191","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_013272","","","Degradome sequencing","positive","","validated"
"12192","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_013277","","","Degradome sequencing","positive","","validated"
"12193","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_013296","","","Degradome sequencing","positive","","validated"
"12194","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_013322","","","Degradome sequencing","positive","","validated"
"12195","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_013363","","","Degradome sequencing","positive","","validated"
"12196","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_013390","","","Degradome sequencing","positive","","validated"
"12197","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_013402","","","Degradome sequencing","positive","","validated"
"12198","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014042","","","Degradome sequencing","positive","","validated"
"12199","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014048","","","Degradome sequencing","positive","","validated"
"12200","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014062","","","Degradome sequencing","positive","","validated"
"12201","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014078","","","Degradome sequencing","positive","","validated"
"12202","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014109","","","Degradome sequencing","positive","","validated"
"12203","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014264","","","Degradome sequencing","positive","","validated"
"12204","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014293","","","Degradome sequencing","positive","","validated"
"12205","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014331","","","Degradome sequencing","positive","","validated"
"12206","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014437","","","Degradome sequencing","positive","","validated"
"12207","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014473","","","Degradome sequencing","positive","","validated"
"12208","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014476","","","Degradome sequencing","positive","","validated"
"12209","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014505","","","Degradome sequencing","positive","","validated"
"12210","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014506","","","Degradome sequencing","positive","","validated"
"12211","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014521","","","Degradome sequencing","positive","","validated"
"12212","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014552","","","Degradome sequencing","positive","","validated"
"12213","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014553","","","Degradome sequencing","positive","","validated"
"12214","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014641","","","Degradome sequencing","positive","","validated"
"12215","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014750","","","Degradome sequencing","positive","","validated"
"12216","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014751","","","Degradome sequencing","positive","","validated"
"12217","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014762","","","Degradome sequencing","positive","","validated"
"12218","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014783","","","Degradome sequencing","positive","","validated"
"12219","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014811","","","Degradome sequencing","positive","","validated"
"12220","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014814","","","Degradome sequencing","positive","","validated"
"12221","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014822","","","Degradome sequencing","positive","","validated"
"12222","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014864","","","Degradome sequencing","positive","","validated"
"12223","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014867","","","Degradome sequencing","positive","","validated"
"12224","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014875","","","Degradome sequencing","positive","","validated"
"12225","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014885","","","Degradome sequencing","positive","","validated"
"12226","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014897","","","Degradome sequencing","positive","","validated"
"12227","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014898","","","Degradome sequencing","positive","","validated"
"12228","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014899","","","Degradome sequencing","positive","","validated"
"12229","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014900","","","Degradome sequencing","positive","","validated"
"12230","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014904","","","Degradome sequencing","positive","","validated"
"12231","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014920","","","Degradome sequencing","positive","","validated"
"12232","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014936","","","Degradome sequencing","positive","","validated"
"12233","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014937","","","Degradome sequencing","positive","","validated"
"12234","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014942","","","Degradome sequencing","positive","","validated"
"12235","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014944","","","Degradome sequencing","positive","","validated"
"12236","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014961","","","Degradome sequencing","positive","","validated"
"12237","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_014969","","","Degradome sequencing","positive","","validated"
"12238","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015047","","","Degradome sequencing","positive","","validated"
"12239","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015132","","","Degradome sequencing","positive","","validated"
"12240","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015148","","","Degradome sequencing","positive","","validated"
"12241","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015341","","","Degradome sequencing","positive","","validated"
"12242","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015365","","","Degradome sequencing","positive","","validated"
"12243","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015367","","","Degradome sequencing","positive","","validated"
"12244","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015423","","","Degradome sequencing","positive","","validated"
"12245","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015474","","","Degradome sequencing","positive","","validated"
"12246","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015541","","","Degradome sequencing","positive","","validated"
"12247","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015599","","","Degradome sequencing","positive","","validated"
"12248","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015602","","","Degradome sequencing","positive","","validated"
"12249","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015608","","","Degradome sequencing","positive","","validated"
"12250","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015622","","","Degradome sequencing","positive","","validated"
"12251","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015691","","","Degradome sequencing","positive","","validated"
"12252","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015942","","","Degradome sequencing","positive","","validated"
"12253","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015975","","","Degradome sequencing","positive","","validated"
"12254","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_015986","","","Degradome sequencing","positive","","validated"
"12255","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016025","","","Degradome sequencing","positive","","validated"
"12256","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016031","","","Degradome sequencing","positive","","validated"
"12257","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016100","","","Degradome sequencing","positive","","validated"
"12258","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016123","","","Degradome sequencing","positive","","validated"
"12259","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016127","","","Degradome sequencing","positive","","validated"
"12260","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016195","","","Degradome sequencing","positive","","validated"
"12261","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016231","","","Degradome sequencing","positive","","validated"
"12262","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016248","","","Degradome sequencing","positive","","validated"
"12263","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016277","","","Degradome sequencing","positive","","validated"
"12264","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016308","","","Degradome sequencing","positive","","validated"
"12265","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016315","","","Degradome sequencing","positive","","validated"
"12266","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016319","","","Degradome sequencing","positive","","validated"
"12267","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016341","","","Degradome sequencing","positive","","validated"
"12268","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016343","","","Degradome sequencing","positive","","validated"
"12269","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016353","","","Degradome sequencing","positive","","validated"
"12270","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016358","","","Degradome sequencing","positive","","validated"
"12271","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016395","","","Degradome sequencing","positive","","validated"
"12272","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016444","","","Degradome sequencing","positive","","validated"
"12273","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016448","","","Degradome sequencing","positive","","validated"
"12274","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016474","","","Degradome sequencing","positive","","validated"
"12275","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016530","","","Degradome sequencing","positive","","validated"
"12276","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016556","","","Degradome sequencing","positive","","validated"
"12277","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016625","","","Degradome sequencing","positive","","validated"
"12278","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016647","","","Degradome sequencing","positive","","validated"
"12279","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016654","","","Degradome sequencing","positive","","validated"
"12280","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_016951","","","Degradome sequencing","positive","","validated"
"12281","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_017414","","","Degradome sequencing","positive","","validated"
"12282","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_017420","","","Degradome sequencing","positive","","validated"
"12283","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_017421","","","Degradome sequencing","positive","","validated"
